cuenta_id,iban,tipo_cuenta,moneda_base,fecha_apertura,estado,saldo_actual,limite_diario,es_conjunta,canales_habilitados,pais_apertura,score_riesgo,ultima_actividad
CU000915,GT82BAGT000000000915,NOMINA,GTQ,2025-05-14,ACTIVA,10319.27,28003.55,false,WEB|ATM,GT,40.59,2026-03-30T14:23:04Z
CU000916,GT82BAGT000000000916,NOMINA,GTQ,2024-07-22,ACTIVA,32288.31,47024.39,false,API|MOBILE,GT,13.23,2026-03-12T01:47:29Z
CU000917,GT82BAGT000000000917,CORRIENTE,GTQ,2023-08-16,ACTIVA,44862.60,23199.54,false,API|POS|ATM,GT,58.27,2026-04-12T08:19:13Z
CU000918,GT82BAGT000000000918,EMPRESARIAL,GTQ,2022-04-06,ACTIVA,128388.94,103795.76,true,MOBILE|POS|API|ATM,GT,40.19,2026-04-21T03:17:41Z
CU000919,GT82BAGT000000000919,CORRIENTE,GTQ,2025-02-10,ACTIVA,45597.70,28741.15,true,MOBILE|ATM|POS,GT,45.08,2026-03-16T03:27:50Z
CU000920,GT82BAGT000000000920,AHORRO,USD,2025-12-14,ACTIVA,17193.89,41039.25,false,API|ATM|POS|MOBILE,GT,26.90,2026-04-19T00:59:35Z
CU000921,GT82BAGT000000000921,AHORRO,GTQ,2025-11-20,ACTIVA,9118.85,38942.17,false,MOBILE|POS|ATM|WEB,GT,41.67,2026-04-20T20:20:01Z
CU000922,GT82BAGT000000000922,AHORRO,GTQ,2024-02-06,ACTIVA,8791.47,3599.42,false,MOBILE|API,GT,52.63,2026-02-22T19:30:06Z
CU000923,GT82BAGT000000000923,AHORRO,USD,2025-08-31,ACTIVA,6238.88,3926.80,false,ATM|POS|API,GT,33.84,2026-04-04T01:18:03Z
CU000924,GT82BAGT000000000924,AHORRO,USD,2024-07-12,ACTIVA,29592.44,15687.67,false,MOBILE|API|WEB|ATM,GT,19.45,2026-04-04T06:05:43Z
CU000925,GT82BAGT000000000925,CORRIENTE,GTQ,2026-04-20,ACTIVA,26891.12,42672.06,false,MOBILE|ATM,GT,59.77,2026-03-20T06:02:01Z
CU000926,GT82BAGT000000000926,CORRIENTE,GTQ,2021-11-13,ACTIVA,83937.17,31047.96,false,POS|MOBILE,GT,47.63,2026-04-16T13:42:04Z
CU000927,GT82BAGT000000000927,AHORRO,USD,2020-06-16,ACTIVA,12997.31,7770.82,false,WEB|POS|ATM|MOBILE,GT,18.11,2026-03-14T13:22:41Z
CU000928,GT82BAGT000000000928,AHORRO,GTQ,2023-10-08,ACTIVA,128530.81,23073.40,false,MOBILE|ATM|API,GT,55.70,2026-04-17T04:35:50Z
CU000929,GT82BAGT000000000929,EMPRESARIAL,GTQ,2023-08-28,ACTIVA,300613.27,124849.08,false,ATM|WEB|MOBILE,GT,45.93,2026-03-22T17:56:09Z
CU000930,GT82BAGT000000000930,EMPRESARIAL,GTQ,2022-07-19,ACTIVA,234756.43,45151.43,false,ATM|POS|WEB|MOBILE,GT,36.43,2026-03-14T08:26:58Z
CU000931,GT82BAGT000000000931,NOMINA,GTQ,2023-05-15,ACTIVA,1313.40,35890.83,false,POS|ATM,GT,13.50,2026-04-11T00:30:12Z
CU000932,GT82BAGT000000000932,CORRIENTE,GTQ,2026-02-23,ACTIVA,50520.38,9931.82,false,MOBILE|WEB,GT,39.16,2026-04-17T04:38:37Z
CU000933,GT82BAGT000000000933,AHORRO,GTQ,2025-05-27,ACTIVA,-166020.87,11767.22,false,POS|WEB|MOBILE,GT,28.27,2026-03-31T02:29:37Z
CU000934,GT82BAGT000000000934,AHORRO,GTQ,2025-11-26,ACTIVA,32876.38,12068.70,false,WEB|MOBILE,GT,47.09,2026-04-20T04:32:28Z
CU000935,GT82BAGT000000000935,NOMINA,GTQ,2025-11-22,ACTIVA,43981.72,34980.74,false,ATM|API|POS,GT,32.41,2026-04-18T01:17:02Z
CU000936,GT82BAGT000000000936,CORRIENTE,GTQ,2020-11-04,ACTIVA,49875.76,46911.03,false,API|WEB,GT,40.87,2026-04-20T05:51:20Z
CU000937,GT82BAGT000000000937,AHORRO,GTQ,2026-03-18,ACTIVA,9173.03,25988.12,false,ATM|POS,GT,45.82,2026-04-13T20:26:58Z
CU000938,GT82BAGT000000000938,AHORRO,GTQ,2025-02-12,ACTIVA,10134.00,38508.75,false,API|MOBILE|WEB,GT,18.94,2026-04-16T08:27:28Z
CU000939,GT82BAGT000000000939,AHORRO,GTQ,2024-07-18,ACTIVA,-118154.49,20756.78,false,WEB|ATM|POS,GT,11.69,2026-02-28T15:24:14Z
CU000940,GT82BAGT000000000940,AHORRO,GTQ,2026-02-19,BLOQUEADA,6392.66,7528.50,false,MOBILE|WEB,GT,40.75,2026-04-20T05:29:58Z
CU000941,GT82BAGT000000000941,AHORRO,GTQ,2024-07-02,ACTIVA,31222.97,39485.53,false,WEB|MOBILE|ATM,GT,50.71,2026-04-14T19:46:35Z
CU000942,GT82BAGT000000000942,CORRIENTE,USD,2026-01-11,ACTIVA,32081.39,15331.69,false,ATM|MOBILE,GT,31.71,2026-03-23T08:23:48Z
CU000943,GT82BAGT000000000943,CORRIENTE,GTQ,2024-04-28,ACTIVA,4469.84,12854.26,true,ATM|API,GT,54.84,2026-04-20T20:09:05Z
CU000944,GT82BAGT000000000944,NOMINA,GTQ,2024-07-12,ACTIVA,123013.56,34412.62,false,API|ATM|POS,GT,39.15,2026-04-08T02:53:30Z
CU000945,GT82BAGT000000000945,AHORRO,GTQ,2023-11-18,ACTIVA,22751.39,25264.61,false,API|POS,GT,19.94,2026-04-19T04:49:19Z
CU000946,GT82BAGT000000000946,CORRIENTE,GTQ,2024-09-02,ACTIVA,34217.75,50918.26,false,ATM|POS,GT,38.57,2026-03-13T13:02:12Z
CU000947,GT82BAGT000000000947,NOMINA,GTQ,2025-07-27,ACTIVA,18825.53,36259.91,false,WEB|ATM|MOBILE,GT,44.19,2026-04-01T23:22:54Z
CU000948,GT82BAGT000000000948,AHORRO,GTQ,2024-05-12,ACTIVA,36228.18,6192.29,false,WEB|ATM|MOBILE|POS,GT,19.94,2026-04-11T16:05:43Z
CU000949,GT82BAGT000000000949,CORRIENTE,GTQ,2026-02-25,ACTIVA,24932.81,15056.30,false,WEB|MOBILE|ATM|API,GT,54.87,2026-03-17T19:44:05Z
CU000950,GT82BAGT000000000950,AHORRO,GTQ,2024-01-19,ACTIVA,25845.34,43213.69,false,ATM|WEB,GT,55.93,2026-03-15T02:58:57Z
CU000951,GT82BAGT000000000951,CORRIENTE,GTQ,2024-10-20,ACTIVA,21829.13,49892.98,false,WEB|API,GT,26.39,2026-03-14T13:58:14Z
CU000952,GT82BAGT000000000952,NOMINA,GTQ,2026-04-12,ACTIVA,24396.22,34963.78,false,ATM|API,GT,18.66,2026-04-17T21:09:56Z
CU000953,GT82BAGT000000000953,AHORRO,GTQ,2023-10-04,ACTIVA,29066.25,11839.08,false,MOBILE|ATM,GT,33.31,2026-04-19T11:11:37Z
CU000954,GT82BAGT000000000954,AHORRO,GTQ,2024-02-01,ACTIVA,33258.00,40726.95,true,ATM|API|POS|MOBILE,GT,61.68,2026-04-19T05:46:11Z
CU000955,GT82BAGT000000000955,AHORRO,USD,2024-09-27,ACTIVA,15510.69,2609.64,false,POS|WEB|ATM|API,GT,42.89,2026-04-04T22:48:19Z
CU000956,GT82BAGT000000000956,AHORRO,GTQ,2024-09-08,ACTIVA,143019.55,17112.18,true,WEB|MOBILE|API,GT,41.17,2026-04-20T23:36:47Z
CU000957,GT82BAGT000000000957,CORRIENTE,USD,2025-05-22,ACTIVA,27596.07,59550.07,false,POS|ATM|MOBILE|WEB,GT,37.55,2026-04-19T05:46:11Z
CU000958,GT82BAGT000000000958,AHORRO,GTQ,2023-12-11,ACTIVA,25431.66,41379.27,false,POS|ATM|MOBILE,GT,33.60,2026-04-02T09:14:34Z
CU000959,GT82BAGT000000000959,EMPRESARIAL,USD,2018-12-29,ACTIVA,134478.23,138652.70,false,API|WEB|POS|ATM,GT,30.60,2026-04-18T16:38:10Z
CU000960,GT82BAGT000000000960,EMPRESARIAL,GTQ,2021-09-20,ACTIVA,285013.79,120011.67,false,WEB|API|ATM|POS,GT,36.10,2026-04-18T23:07:21Z
CU000961,GT82BAGT000000000961,EMPRESARIAL,GTQ,2021-04-07,ACTIVA,203375.50,138028.43,false,API|ATM,GT,41.62,2026-04-14T07:03:44Z
CU000962,GT82BAGT000000000962,EMPRESARIAL,GTQ,2026-01-21,BLOQUEADA,112976.66,47430.74,false,ATM|POS|WEB,GT,23.48,2026-04-06T04:46:32Z
CU000963,GT82BAGT000000000963,EMPRESARIAL,GTQ,2022-12-18,ACTIVA,238073.10,110322.99,false,WEB|API|MOBILE|POS,GT,53.93,2026-04-20T20:20:01Z
CU000964,GT82BAGT000000000964,NOMINA,USD,2025-07-23,ACTIVA,-76258.66,43400.34,false,ATM|API|MOBILE|WEB,GT,28.62,2026-04-20T14:02:25Z
CU000965,GT82BAGT000000000965,AHORRO,GTQ,2024-11-02,ACTIVA,-7742.57,14474.88,false,MOBILE|API|WEB|POS,GT,66.54,2026-03-23T23:32:49Z
CU000966,GT82BAGT000000000966,AHORRO,GTQ,2022-05-05,BLOQUEADA,16238.71,46579.64,false,MOBILE|API|ATM,GT,43.61,2026-04-14T08:41:59Z
CU000967,GT82BAGT000000000967,EMPRESARIAL,USD,2022-10-19,BLOQUEADA,25196.24,137777.20,false,API|ATM|WEB,GT,36.04,2026-03-18T04:08:56Z
CU000968,GT82BAGT000000000968,NOMINA,GTQ,2026-03-19,ACTIVA,10975.64,49578.56,false,POS|WEB|API,GT,31.95,2026-03-22T19:59:04Z
CU000969,GT82BAGT000000000969,NOMINA,GTQ,2024-02-17,ACTIVA,25533.81,39616.99,true,WEB|MOBILE,GT,20.31,2026-04-01T03:03:46Z
CU000970,GT82BAGT000000000970,NOMINA,GTQ,2025-04-03,ACTIVA,18534.24,38442.20,false,ATM|WEB|POS,GT,40.98,2026-04-11T04:15:27Z
CU000971,GT82BAGT000000000971,NOMINA,GTQ,2026-01-26,ACTIVA,32756.83,38239.90,false,API|ATM,GT,50.74,2026-04-03T14:02:56Z
CU000972,GT82BAGT000000000972,CORRIENTE,GTQ,2021-11-02,ACTIVA,17668.30,33346.20,false,POS|WEB,GT,35.34,2026-03-29T23:24:35Z
CU000973,GT82BAGT000000000973,AHORRO,USD,2023-09-17,ACTIVA,7553.37,7475.34,false,ATM|WEB,GT,32.00,2026-03-24T18:41:14Z
CU000974,GT82BAGT000000000974,AHORRO,USD,2026-03-11,CERRADA,26335.64,12931.16,false,WEB|MOBILE|ATM,GT,32.32,2026-02-25T17:15:33Z
CU000975,GT82BAGT000000000975,AHORRO,GTQ,2026-03-04,ACTIVA,30560.76,48039.11,false,WEB|ATM|API|MOBILE,GT,40.54,2026-03-28T01:45:57Z
CU000976,GT82BAGT000000000976,CORRIENTE,USD,2026-03-09,ACTIVA,-3967.32,12180.34,false,POS|WEB|API|ATM,GT,36.08,2026-04-09T18:20:36Z
CU000977,GT82BAGT000000000977,CORRIENTE,GTQ,2026-03-09,ACTIVA,52596.44,7638.30,true,WEB|MOBILE|API|POS,GT,42.61,2026-04-08T20:37:41Z
CU000978,GT82BAGT000000000978,AHORRO,GTQ,2023-07-06,ACTIVA,114261.37,30489.51,false,MOBILE|ATM|POS,GT,15.28,2026-04-19T07:12:32Z
CU000979,GT82BAGT000000000979,AHORRO,GTQ,2025-11-05,CERRADA,17520.65,27726.55,true,API|WEB,GT,30.33,2026-04-18T10:33:25Z
CU000980,GT82BAGT000000000980,NOMINA,GTQ,2021-09-10,ACTIVA,12343.46,48852.12,true,ATM|MOBILE|API|POS,GT,28.72,2026-04-16T03:09:24Z
CU000981,GT82BAGT000000000981,CORRIENTE,GTQ,2025-02-22,BLOQUEADA,67742.01,9428.14,true,WEB|ATM,GT,58.89,2026-04-21T04:14:49Z
CU000982,GT82BAGT000000000982,AHORRO,USD,2021-09-30,ACTIVA,5526.26,20372.41,false,MOBILE|POS|API|WEB,GT,44.27,2026-04-07T23:48:19Z
CU000983,GT82BAGT000000000983,CORRIENTE,GTQ,2020-07-03,ACTIVA,45444.03,12572.60,false,ATM|WEB|MOBILE|API,GT,32.31,2026-03-31T15:51:49Z
CU000984,GT82BAGT000000000984,AHORRO,USD,2025-06-30,ACTIVA,24712.57,6355.85,false,POS|API,GT,38.50,2026-04-17T22:45:42Z
CU000985,GT82BAGT000000000985,AHORRO,USD,2026-04-14,ACTIVA,-3227.46,34134.10,false,MOBILE|ATM|API|WEB,GT,23.85,2026-04-19T03:46:18Z
CU000986,GT82BAGT000000000986,AHORRO,GTQ,2024-12-10,ACTIVA,20131.73,19306.87,false,POS|MOBILE|ATM|WEB,GT,23.00,2026-03-03T01:11:50Z
CU000987,GT82BAGT000000000987,CORRIENTE,GTQ,2025-12-16,CERRADA,-100157.66,14241.28,false,MOBILE|ATM|POS,GT,30.46,2026-04-12T07:45:11Z
CU000988,GT82BAGT000000000988,AHORRO,USD,2024-06-09,ACTIVA,11948.35,42770.74,false,API|ATM,GT,59.81,2026-04-16T09:09:34Z
CU000989,GT82BAGT000000000989,AHORRO,GTQ,2024-10-30,ACTIVA,25337.42,9674.25,false,ATM|POS|MOBILE,GT,39.99,2026-04-18T14:27:38Z
CU000990,GT82BAGT000000000990,AHORRO,GTQ,2024-05-06,ACTIVA,-2212.36,23270.53,false,MOBILE|WEB|POS,GT,48.47,2026-04-11T14:56:50Z
CU000991,GT82BAGT000000000991,AHORRO,GTQ,2025-03-30,ACTIVA,28792.99,28583.33,false,MOBILE|ATM|API|WEB,GT,19.34,2026-04-13T18:23:33Z
CU000992,GT82BAGT000000000992,EMPRESARIAL,USD,2022-12-24,ACTIVA,221228.06,53137.33,false,WEB|POS,GT,21.65,2026-04-10T08:49:40Z
CU000993,GT82BAGT000000000993,AHORRO,GTQ,2023-07-16,ACTIVA,45529.13,3705.64,false,API|WEB,GT,52.58,2026-04-20T14:02:25Z
CU000994,GT82BAGT000000000994,EMPRESARIAL,GTQ,2026-01-07,ACTIVA,78357.36,48626.77,false,MOBILE|WEB|POS,GT,43.89,2026-02-19T12:06:05Z
CU000995,GT82BAGT000000000995,CORRIENTE,GTQ,2025-02-19,ACTIVA,10300.03,25505.77,false,WEB|API|MOBILE,GT,42.21,2026-04-18T02:25:16Z
CU000996,GT82BAGT000000000996,CORRIENTE,USD,2025-08-16,BLOQUEADA,43115.09,51245.95,false,API|POS,GT,39.16,2026-03-25T07:51:13Z
CU000997,GT82BAGT000000000997,AHORRO,GTQ,2026-03-27,ACTIVA,54095.08,27367.79,false,MOBILE|ATM|API,GT,37.87,2026-04-16T06:53:17Z
CU000998,GT82BAGT000000000998,NOMINA,GTQ,2022-11-07,ACTIVA,13447.73,8855.98,false,ATM|WEB|POS,GT,41.98,2026-03-21T17:00:47Z
CU000999,GT82BAGT000000000999,AHORRO,GTQ,2023-07-10,ACTIVA,32083.20,10298.12,false,ATM|WEB|POS,GT,50.13,2026-04-18T13:49:26Z
CU001000,GT82BAGT000000001000,AHORRO,USD,2024-01-27,ACTIVA,16397.45,28468.87,false,WEB|POS|API|MOBILE,GT,49.45,2026-03-25T05:23:46Z
CU001001,GT82BAGT000000001001,AHORRO,GTQ,2025-07-10,ACTIVA,8394.37,45194.65,false,WEB|API|POS,GT,50.59,2026-04-17T17:57:03Z
CU001002,GT82BAGT000000001002,CORRIENTE,GTQ,2025-08-06,ACTIVA,53280.15,39661.98,false,API|POS,GT,52.79,2026-03-18T20:49:55Z
CU001003,GT82BAGT000000001003,CORRIENTE,USD,2022-07-28,ACTIVA,3006.12,17770.68,true,POS|API,GT,22.79,2026-04-21T09:18:21Z
CU001004,GT82BAGT000000001004,CORRIENTE,GTQ,2022-07-08,ACTIVA,19692.74,18677.03,false,MOBILE|ATM|API|WEB,GT,41.15,2026-04-15T07:01:50Z
CU001005,GT82BAGT000000001005,AHORRO,GTQ,2023-07-10,ACTIVA,-1244.48,13304.40,false,MOBILE|ATM|POS|WEB,GT,28.53,2026-04-13T22:11:06Z
CU001006,GT82BAGT000000001006,AHORRO,USD,2024-01-25,ACTIVA,17774.29,26528.63,false,POS|WEB,GT,32.40,2026-04-18T08:14:49Z
CU001007,GT82BAGT000000001007,AHORRO,USD,2025-08-25,ACTIVA,6899.72,38936.49,false,ATM|API|MOBILE|POS,GT,41.80,2026-04-12T15:18:20Z
CU001008,GT82BAGT000000001008,CORRIENTE,GTQ,2024-07-01,ACTIVA,18148.76,43735.19,false,MOBILE|API|WEB|POS,GT,46.68,2026-04-07T14:58:27Z
CU001009,GT82BAGT000000001009,AHORRO,USD,2025-02-28,ACTIVA,34804.55,34117.24,true,MOBILE|API|POS|WEB,GT,17.68,2026-04-16T20:00:04Z
CU001010,GT82BAGT000000001010,EMPRESARIAL,GTQ,2023-09-22,ACTIVA,350202.49,123374.96,false,MOBILE|ATM,GT,58.83,2026-04-18T05:50:20Z
CU001011,GT82BAGT000000001011,AHORRO,USD,2023-12-05,ACTIVA,37812.81,21374.95,false,API|POS,GT,28.62,2026-04-10T11:28:09Z
CU001012,GT82BAGT000000001012,EMPRESARIAL,USD,2025-11-20,ACTIVA,220911.26,58075.44,false,API|MOBILE|POS,GT,53.26,2026-04-15T13:25:09Z
CU001013,GT82BAGT000000001013,CORRIENTE,GTQ,2026-01-14,ACTIVA,31989.16,34057.57,false,WEB|POS|ATM|MOBILE,GT,37.39,2026-04-05T22:56:37Z
CU001014,GT82BAGT000000001014,AHORRO,USD,2024-07-05,ACTIVA,8942.43,10062.32,false,ATM|MOBILE|POS|API,GT,39.56,2026-04-18T14:10:53Z
CU001015,GT82BAGT000000001015,NOMINA,USD,2022-10-07,BLOQUEADA,17123.05,28829.67,true,MOBILE|WEB,GT,15.06,2026-04-09T20:34:34Z
CU001016,GT82BAGT000000001016,CORRIENTE,GTQ,2023-11-03,ACTIVA,22427.57,57640.10,false,API|ATM|POS,GT,46.07,2026-04-19T19:28:37Z
CU001017,GT82BAGT000000001017,EMPRESARIAL,GTQ,2025-12-29,ACTIVA,178591.37,148911.87,false,MOBILE|POS,GT,27.70,2026-04-13T21:45:39Z
CU001018,GT82BAGT000000001018,NOMINA,USD,2024-07-02,ACTIVA,14072.40,28039.33,false,WEB|MOBILE,GT,22.28,2026-04-01T22:20:59Z
CU001019,GT82BAGT000000001019,AHORRO,GTQ,2026-03-08,ACTIVA,23049.55,3365.35,true,API|WEB,GT,57.74,2026-04-06T05:32:55Z
CU001020,GT82BAGT000000001020,AHORRO,GTQ,2023-01-16,ACTIVA,27072.83,30235.43,false,MOBILE|API|POS|ATM,GT,37.45,2026-03-27T20:37:33Z
CU001021,GT82BAGT000000001021,AHORRO,USD,2026-04-06,ACTIVA,31050.08,31982.12,true,POS|WEB,GT,44.60,2026-04-20T16:39:10Z
CU001022,GT82BAGT000000001022,AHORRO,GTQ,2019-12-01,ACTIVA,-7069.47,26466.06,false,POS|MOBILE,GT,35.39,2026-03-13T10:29:18Z
CU001023,GT82BAGT000000001023,EMPRESARIAL,GTQ,2026-01-10,ACTIVA,345050.52,80287.16,false,WEB|ATM|API|POS,GT,44.24,2026-04-16T19:22:33Z
CU001024,GT82BAGT000000001024,AHORRO,GTQ,2025-08-17,ACTIVA,23425.83,47463.27,false,POS|MOBILE|API|ATM,GT,14.71,2026-04-20T19:16:43Z
CU001025,GT82BAGT000000001025,AHORRO,GTQ,2023-08-11,CERRADA,25185.55,25510.57,false,ATM|WEB,GT,38.65,2026-03-24T17:46:08Z
CU001026,GT82BAGT000000001026,EMPRESARIAL,GTQ,2025-10-17,ACTIVA,321837.27,118565.39,false,MOBILE|ATM|WEB|API,GT,35.19,2026-04-15T08:30:09Z
CU001027,GT82BAGT000000001027,NOMINA,USD,2026-03-07,ACTIVA,44336.22,24537.48,false,ATM|API|MOBILE|WEB,GT,43.83,2026-04-14T07:42:41Z
CU001028,GT82BAGT000000001028,NOMINA,GTQ,2020-12-25,ACTIVA,18481.65,39902.60,false,POS|API|WEB,GT,50.40,2026-04-21T09:18:21Z
CU001029,GT82BAGT000000001029,AHORRO,GTQ,2025-03-01,ACTIVA,24264.42,39311.64,false,ATM|WEB,GT,28.58,2026-03-29T21:24:45Z
CU001030,GT82BAGT000000001030,CORRIENTE,USD,2019-06-04,ACTIVA,1818.27,54679.26,false,API|MOBILE|WEB|POS,GT,43.40,2026-04-09T07:47:30Z
CU001031,GT82BAGT000000001031,AHORRO,USD,2023-12-14,BLOQUEADA,15392.54,19637.79,false,ATM|WEB,GT,18.86,2026-04-14T17:17:17Z
CU001032,GT82BAGT000000001032,NOMINA,GTQ,2024-10-25,ACTIVA,29573.94,47622.76,false,ATM|WEB|API|MOBILE,GT,29.52,2026-03-22T12:13:07Z
CU001033,GT82BAGT000000001033,NOMINA,GTQ,2021-03-11,ACTIVA,21036.40,46689.19,false,WEB|ATM|MOBILE|POS,GT,21.24,2026-02-07T11:02:49Z
CU001034,GT82BAGT000000001034,AHORRO,GTQ,2025-01-07,ACTIVA,15679.83,45657.15,false,WEB|POS|MOBILE|ATM,GT,10.14,2026-04-19T02:25:43Z
CU001035,GT82BAGT000000001035,EMPRESARIAL,USD,2018-02-19,ACTIVA,335621.90,37948.40,false,ATM|API,GT,25.94,2026-03-24T01:12:23Z
CU001036,GT82BAGT000000001036,CORRIENTE,GTQ,2024-04-07,ACTIVA,63255.17,13258.00,false,API|MOBILE|ATM,GT,24.28,2026-02-28T20:36:11Z
CU001037,GT82BAGT000000001037,NOMINA,GTQ,2025-02-05,ACTIVA,11896.21,18957.87,false,POS|WEB|ATM|API,GT,53.35,2026-04-10T22:02:41Z
CU001038,GT82BAGT000000001038,AHORRO,GTQ,2026-01-29,ACTIVA,18307.55,6870.89,false,ATM|POS|MOBILE,GT,47.00,2026-04-13T02:57:30Z
CU001039,GT82BAGT000000001039,AHORRO,GTQ,2024-03-23,ACTIVA,22457.00,15871.81,false,MOBILE|POS|ATM|API,GT,39.28,2026-02-11T02:16:05Z
CU001040,GT82BAGT000000001040,CORRIENTE,GTQ,2025-09-22,BLOQUEADA,20274.45,19408.90,false,ATM|API|WEB,GT,37.80,2026-04-14T20:10:07Z
CU001041,GT82BAGT000000001041,AHORRO,USD,2023-01-18,ACTIVA,12853.85,21551.66,false,POS|API|MOBILE|ATM,GT,42.58,2026-03-20T18:08:39Z
CU001042,GT82BAGT000000001042,AHORRO,GTQ,2024-07-15,ACTIVA,22526.33,4248.59,false,MOBILE|API,GT,53.14,2026-04-09T12:44:32Z
CU001043,GT82BAGT000000001043,AHORRO,GTQ,2025-11-07,ACTIVA,34998.64,43921.15,false,ATM|API|WEB,GT,61.95,2026-04-09T21:34:01Z
CU001044,GT82BAGT000000001044,CORRIENTE,GTQ,2023-03-04,ACTIVA,41915.32,58479.88,false,POS|WEB,GT,19.29,2026-04-13T23:07:44Z
CU001045,GT82BAGT000000001045,CORRIENTE,GTQ,2022-01-23,BLOQUEADA,18755.36,24834.40,false,ATM|WEB,GT,25.25,2026-03-23T01:20:30Z
CU001046,GT82BAGT000000001046,CORRIENTE,USD,2025-07-05,ACTIVA,183498.12,39140.14,false,MOBILE|POS|ATM,GT,25.87,2026-04-17T15:39:41Z
CU001047,GT82BAGT000000001047,AHORRO,USD,2025-09-18,CERRADA,24613.50,5154.62,false,MOBILE|WEB|POS|API,GT,52.82,2026-04-12T22:59:41Z
CU001048,GT82BAGT000000001048,AHORRO,USD,2024-07-26,ACTIVA,44376.27,18196.34,false,WEB|API,GT,60.76,2026-04-12T23:26:15Z
CU001049,GT82BAGT000000001049,NOMINA,GTQ,2021-04-30,ACTIVA,36945.30,24347.70,false,POS|MOBILE|WEB|API,GT,24.06,2026-04-07T11:01:06Z
CU001050,GT82BAGT000000001050,EMPRESARIAL,GTQ,2026-04-16,ACTIVA,93261.15,39283.01,false,POS|API|ATM|MOBILE,GT,31.61,2026-04-15T23:51:39Z
CU001051,GT82BAGT000000001051,AHORRO,GTQ,2024-11-21,ACTIVA,36868.85,36201.41,false,WEB|ATM,GT,22.05,2026-04-20T21:43:20Z
CU001052,GT82BAGT000000001052,EMPRESARIAL,USD,2026-04-08,ACTIVA,159088.77,64508.79,false,API|WEB|POS|ATM,GT,43.54,2026-04-13T20:51:30Z
CU001053,GT82BAGT000000001053,EMPRESARIAL,USD,2022-08-01,ACTIVA,264678.75,37732.47,false,API|WEB|ATM|MOBILE,GT,59.45,2026-04-07T23:59:12Z
CU001054,GT82BAGT000000001054,AHORRO,USD,2024-06-07,ACTIVA,7634.70,15230.83,false,WEB|API|POS|ATM,GT,19.35,2026-04-14T15:19:35Z
CU001055,GT82BAGT000000001055,CORRIENTE,GTQ,2024-11-03,ACTIVA,33720.51,6863.38,false,POS|ATM,GT,32.07,2026-04-19T11:41:50Z
CU001056,GT82BAGT000000001056,AHORRO,GTQ,2021-06-01,ACTIVA,31987.93,10221.97,false,ATM|WEB,GT,43.26,2026-04-03T12:47:21Z
CU001057,GT82BAGT000000001057,AHORRO,USD,2025-02-18,BLOQUEADA,33481.71,12921.84,false,WEB|POS|ATM|MOBILE,GT,69.38,2026-04-17T11:42:04Z
CU001058,GT82BAGT000000001058,EMPRESARIAL,GTQ,2023-05-06,ACTIVA,127082.39,76025.81,false,POS|WEB|MOBILE,GT,41.09,2026-04-15T17:34:40Z
CU001059,GT82BAGT000000001059,AHORRO,USD,2025-09-11,ACTIVA,40229.90,14255.48,false,WEB|ATM,GT,19.58,2026-04-11T19:32:00Z
CU001060,GT82BAGT000000001060,NOMINA,GTQ,2024-07-13,BLOQUEADA,69237.43,7399.74,true,ATM|API,GT,29.32,2026-04-21T01:46:35Z
CU001061,GT82BAGT000000001061,AHORRO,GTQ,2025-12-19,ACTIVA,1172.38,25158.99,false,WEB|POS,GT,49.80,2026-04-14T13:14:04Z
CU001062,GT82BAGT000000001062,CORRIENTE,GTQ,2022-11-10,BLOQUEADA,32087.08,51969.40,false,MOBILE|POS|WEB|ATM,GT,32.29,2026-04-04T11:21:38Z
CU001063,GT82BAGT000000001063,AHORRO,GTQ,2025-03-29,ACTIVA,25728.18,32510.71,false,ATM|POS|WEB,GT,37.71,2026-03-10T10:30:29Z
CU001064,GT82BAGT000000001064,AHORRO,GTQ,2024-07-26,ACTIVA,22080.11,43195.88,false,ATM|POS,GT,63.47,2026-04-11T16:18:55Z
CU001065,GT82BAGT000000001065,AHORRO,GTQ,2025-03-28,ACTIVA,162.92,3231.08,false,API|ATM|WEB,GT,26.80,2026-04-15T19:23:22Z
CU001066,GT82BAGT000000001066,AHORRO,USD,2024-06-21,ACTIVA,21191.34,12256.37,false,WEB|API|MOBILE|POS,GT,30.90,2026-04-15T13:25:09Z
CU001067,GT82BAGT000000001067,CORRIENTE,GTQ,2025-05-31,ACTIVA,6730.78,58366.37,false,WEB|MOBILE|POS|ATM,GT,59.97,2026-04-12T04:27:33Z
CU001068,GT82BAGT000000001068,AHORRO,GTQ,2025-12-15,ACTIVA,15209.84,9832.99,false,MOBILE|POS,GT,29.31,2026-04-10T13:50:36Z
CU001069,GT82BAGT000000001069,AHORRO,GTQ,2023-09-03,ACTIVA,8612.68,9866.30,false,MOBILE|POS|WEB|API,GT,21.40,2026-04-03T00:41:37Z
CU001070,GT82BAGT000000001070,AHORRO,GTQ,2025-12-10,ACTIVA,30908.75,19894.89,false,ATM|API|POS,GT,35.03,2026-04-14T21:56:40Z
CU001071,GT82BAGT000000001071,AHORRO,USD,2023-08-24,ACTIVA,25187.98,9931.00,true,ATM|POS|MOBILE,GT,34.16,2026-04-18T22:27:27Z
CU001072,GT82BAGT000000001072,EMPRESARIAL,GTQ,2022-07-12,ACTIVA,74171.47,67382.19,false,API|WEB,GT,56.86,2026-03-29T19:30:30Z
