cliente_id,nombre_completo,documento_id,fecha_nacimiento,fecha_alta,segmento,ingresos_mensuales,pep,pais_residencia,riesgo_base,telefonos,emails,productos_activos,ultima_actualizacion
C000606,Karla Rafael Reyes Cruz,DPI-1195461753497,1985-10-10,2021-07-02,PERSONAL,2204.14,false,GT,38.65,+50258040889|+50225587431,karla.rafael.reyes.cruz.606@correo.com,CORRIENTE|INVERSION|TARJETA_DEBITO|SEGURO,2026-02-28T15:44:26Z
C000607,Andres Esteban Lopez Ramirez,DPI-1113615131356,1992-10-24,2024-06-01,PERSONAL,901.71,false,GT,35.82,+50258325265,andres.esteban.lopez.ramirez.607@correo.com,AHORRO|PRESTAMO|TARJETA_CREDITO|SEGURO,2026-02-08T08:13:31Z
C000608,Natalia Carlos Mendez Diaz,DPI-4360389077741,1961-12-09,2021-11-10,PERSONAL,2435.14,false,GT,21.00,+50266744388,natalia.carlos.mendez.diaz.608@correo.com,SEGURO|CORRIENTE,2026-01-31T01:48:41Z
C000609,Patricia Patricia Gonzalez Santos,DPI-8121025963451,1983-03-02,2021-07-14,PERSONAL,2597.34,false,GT,26.70,+50272574740,patricia.patricia.gonzalez.santos.609@correo.com,TARJETA_CREDITO|SEGURO|AHORRO,2026-02-02T05:06:34Z
C000610,Jose Daniela Rojas Cruz,DPI-5342191892464,1987-06-05,2018-08-15,PREMIUM,5633.34,false,GT,20.58,+50267268444,jose.daniela.rojas.cruz.610@correo.com,INVERSION|CORRIENTE,2026-01-24T16:15:26Z
C000611,Alberto Monica Mendez Morales,DPI-7119027388264,1956-03-03,2019-09-28,PERSONAL,663.05,false,GT,33.60,+50256467398,alberto.monica.mendez.morales.611@correo.com,CORRIENTE|SEGURO|TARJETA_CREDITO,2026-02-27T15:26:53Z
C000612,Andres Jose Reyes Pineda,DPI-3632823859855,1985-05-21,2021-02-02,PERSONAL,1102.72,false,GT,21.84,+50252944426,andres.jose.reyes.pineda.612@correo.com,AHORRO|SEGURO|CORRIENTE,2026-04-20T01:03:15Z
C000613,Luis Carlos Lopez Santos,DPI-3574289871677,1956-02-03,2023-03-12,PERSONAL,1696.37,false,GT,41.77,+50266605868,luis.carlos.lopez.santos.613@correo.com,INVERSION|SEGURO,2026-01-27T05:23:12Z
C000614,Paola Jose Rojas Martinez,DPI-9141699323887,1963-12-25,2025-06-07,PERSONAL,1664.63,false,SV,31.43,+50220193336,paola.jose.rojas.martinez.614@correo.com,PRESTAMO|TARJETA_DEBITO,2026-02-07T07:30:22Z
C000615,Gabriela Gabriela Castillo Gonzalez,DPI-6840667228367,1992-04-20,2022-02-13,PERSONAL,2663.74,false,GT,30.30,+50240021513,gabriela.gabriela.castillo.gonzalez.615@correo.com,INVERSION|SEGURO|TARJETA_CREDITO|TARJETA_DEBITO,2026-02-02T17:43:55Z
C000616,Gabriela Ana Castillo Vasquez,DPI-4437796415436,1968-05-05,2025-04-13,PERSONAL,2388.01,false,GT,37.74,+50252769900,gabriela.ana.castillo.vasquez.616@correo.com,TARJETA_CREDITO|SEGURO|PRESTAMO|AHORRO,2026-01-23T16:42:05Z
C000617,Monica Andres Cruz Mendez,DPI-1902961669364,1993-04-04,2018-08-08,PREMIUM,5644.68,false,GT,36.26,+50264818727,monica.andres.cruz.mendez.617@correo.com,TARJETA_DEBITO|INVERSION|AHORRO,2026-02-01T13:53:28Z
C000618,Paola Diego Morales Perez,DPI-2944376146113,1993-11-29,2024-04-06,PERSONAL,1651.59,false,GT,37.64,+50240799462|+50268689894,paola.diego.morales.perez.618@correo.com,AHORRO,2026-03-10T01:49:43Z
C000619,Valeria Paola Hernandez Cruz,DPI-2349621327766,1978-06-19,2022-10-19,PERSONAL,793.54,false,GT,38.07,+50243263223,valeria.paola.hernandez.cruz.619@correo.com,TARJETA_CREDITO|SEGURO|INVERSION|CORRIENTE,2026-01-14T08:32:21Z
C000620,Valeria Ana Rojas Flores,DPI-5109753910424,1979-07-23,2020-02-29,PERSONAL,2421.78,true,GT,56.36,+50270627230|+50264533267,valeria.ana.rojas.flores.620@correo.com,AHORRO|SEGURO,2026-01-23T08:34:45Z
C000621,Rafael Monica Cruz Pineda,DPI-7826434562319,1993-12-06,2018-05-11,PREMIUM,3748.40,false,GT,43.20,+50220183492,rafael.monica.cruz.pineda.621@correo.com,PRESTAMO,2026-02-18T04:52:56Z
C000622,Natalia Juan Ramirez Martinez,DPI-3925693757503,1984-02-16,2023-07-04,PREMIUM,5158.67,false,GT,38.14,+50231612840,natalia.juan.ramirez.martinez.622@correo.com,CORRIENTE|TARJETA_CREDITO,2026-02-08T14:15:46Z
C000623,Esteban Jose Ramirez Pineda,DPI-5614012717179,1963-06-10,2021-12-07,PERSONAL,503.47,false,GT,44.31,+50272505366,esteban.jose.ramirez.pineda.623@correo.com,SEGURO,2026-03-01T15:16:58Z
C000624,Paola Carlos Reyes Castillo,DPI-9841931193173,1984-07-24,2024-11-02,PERSONAL,3474.91,false,GT,28.09,+50248847804,paola.carlos.reyes.castillo.624@correo.com,CORRIENTE,2026-03-27T04:58:25Z
C000625,Lucia Fernanda Santos Perez,DPI-1831054450004,1980-07-14,2022-02-07,PERSONAL,3015.32,false,GT,19.65,+50257020510,lucia.fernanda.santos.perez.625@correo.com,TARJETA_CREDITO|AHORRO|SEGURO,2026-03-13T20:14:21Z
C000626,Maria Valeria Martinez Martinez,DPI-6131447740052,1955-12-02,2025-01-15,PERSONAL,2083.75,false,GT,31.64,+50272018456|+50256970886,maria.valeria.martinez.martinez.626@correo.com,PRESTAMO|CORRIENTE,2026-03-30T13:00:57Z
C000627,Mario Silvia Flores Castillo,DPI-5212416330735,1959-11-09,2020-10-09,PERSONAL,2894.37,false,US,47.96,+50274309191,mario.silvia.flores.castillo.627@correo.com,TARJETA_DEBITO|TARJETA_CREDITO,2026-01-19T02:40:19Z
C000628,Karla Diego Diaz Ruiz,DPI-5288284554515,1964-09-13,2020-06-08,PERSONAL,866.67,false,GT,32.37,+50222137932,karla.diego.diaz.ruiz.628@correo.com,SEGURO,2026-02-06T03:18:35Z
C000629,Silvia Rafael Hernandez Garcia,DPI-9322516606033,1998-08-16,2023-06-23,CORPORATIVO,27162.54,false,GT,34.90,+50226728902,silvia.rafael.hernandez.garcia.629@correo.com,CORRIENTE|PRESTAMO,2026-01-14T09:31:55Z
C000630,Pablo Pablo Hernandez Garcia,DPI-4666974053931,1968-10-11,2020-03-30,PERSONAL,2572.77,false,GT,39.54,+50273053495,pablo.pablo.hernandez.garcia.630@correo.com,AHORRO|INVERSION|SEGURO,2026-02-01T16:52:38Z
C000631,Andres Gabriela Lopez Cruz,DPI-7475684965313,1958-12-16,2021-04-10,PREMIUM,10480.92,false,GT,43.28,+50224909307,andres.gabriela.lopez.cruz.631@correo.com,CORRIENTE|PRESTAMO|AHORRO|TARJETA_DEBITO,2026-04-02T12:49:57Z
C000632,Jorge Gabriela Rojas Ramirez,DPI-1055579609975,1983-08-08,2020-05-22,PREMIUM,8323.06,false,GT,30.90,+50243606236,jorge.gabriela.rojas.ramirez.632@correo.com,CORRIENTE|TARJETA_DEBITO|PRESTAMO,2026-04-01T14:50:48Z
C000633,Maria Ana Cruz Martinez,DPI-7491838490140,1964-10-03,2026-03-09,PERSONAL,634.63,false,GT,23.81,+50263048440,maria.ana.cruz.martinez.633@correo.com,SEGURO|TARJETA_CREDITO|TARJETA_DEBITO,2026-04-12T19:01:16Z
C000634,Gabriela Natalia Diaz Lopez,DPI-4231519709641,1966-06-10,2024-02-19,PERSONAL,1592.22,false,GT,39.19,+50252277422,gabriela.natalia.diaz.lopez.634@correo.com,TARJETA_DEBITO|INVERSION|SEGURO,2026-02-03T03:33:39Z
C000635,Carlos Patricia Flores Cifuentes,DPI-1700451117295,1979-11-10,2024-06-08,PERSONAL,1347.07,false,GT,29.95,+50260947501|+50257622329,carlos.patricia.flores.cifuentes.635@correo.com,TARJETA_CREDITO|INVERSION|CORRIENTE,2026-04-03T12:11:05Z
C000636,Silvia Rafael Garcia Rojas,DPI-4137222993465,2000-08-04,2020-11-29,PERSONAL,574.11,false,HN,31.34,+50263176228,silvia.rafael.garcia.rojas.636@correo.com,INVERSION|TARJETA_DEBITO|AHORRO,2026-02-11T09:54:57Z
C000637,Patricia Luis Ruiz Vasquez,DPI-4304714742110,1966-12-05,2021-09-06,PREMIUM,6127.70,false,GT,37.20,+50232841999,patricia.luis.ruiz.vasquez.637@correo.com,INVERSION,2026-01-21T01:25:14Z
C000638,Luis Lucia Vasquez Pineda,DPI-3650874207140,1977-01-03,2018-01-27,PREMIUM,8944.84,false,GT,33.55,+50231110800|+50237618260,luis.lucia.vasquez.pineda.638@correo.com,PRESTAMO|INVERSION|TARJETA_DEBITO|TARJETA_CREDITO,2026-03-11T05:15:05Z
C000639,Patricia Carlos Cifuentes Cruz,DPI-4588181307263,1964-06-15,2019-04-06,PERSONAL,1171.05,false,GT,28.88,+50230430717,patricia.carlos.cifuentes.cruz.639@correo.com,SEGURO|PRESTAMO|CORRIENTE|TARJETA_CREDITO,2026-01-27T01:27:34Z
C000640,Natalia Rafael Martinez Gonzalez,DPI-9053028323102,1978-08-07,2024-09-01,PERSONAL,872.03,false,GT,40.37,+50225419699,natalia.rafael.martinez.gonzalez.640@correo.com,SEGURO|CORRIENTE|TARJETA_CREDITO,2026-03-15T23:09:46Z
C000641,Maria Ricardo Mendez Garcia,DPI-1148863064712,1960-03-29,2026-04-16,PERSONAL,1577.93,false,GT,42.16,+50268743678|+50260025280,maria.ricardo.mendez.garcia.641@correo.com,INVERSION,2026-02-16T10:52:11Z
C000642,Paola Rafael Cruz Perez,DPI-1213214812901,1978-05-01,2019-11-04,PERSONAL,517.75,false,GT,42.91,+50227236116,paola.rafael.cruz.perez.642@correo.com,AHORRO|CORRIENTE,2026-01-06T09:22:39Z
C000643,Rafael Jose Morales Perez,DPI-2492521127169,1972-06-24,2019-07-05,PERSONAL,2361.43,false,MX,33.92,+50257629197,rafael.jose.morales.perez.643@correo.com,INVERSION|PRESTAMO,2026-03-15T16:09:07Z
C000644,Ricardo Rafael Perez Morales,DPI-8330168526521,2004-02-13,2022-01-21,PERSONAL,1711.47,false,GT,45.61,+50244953290,ricardo.rafael.perez.morales.644@correo.com,PRESTAMO,2026-04-07T06:54:00Z
C000645,Diego Sofia Cruz Flores,DPI-4565748786486,1985-08-28,2018-06-25,PERSONAL,2507.76,true,GT,41.26,+50279252402,diego.sofia.cruz.flores.645@correo.com,SEGURO|CORRIENTE,2026-01-22T02:18:05Z
C000646,Oscar Jorge Gonzalez Cifuentes,DPI-9102178902609,1975-06-21,2020-03-01,PREMIUM,8909.31,true,GT,59.39,+50253957419|+50227971514,oscar.jorge.gonzalez.cifuentes.646@correo.com,SEGURO|CORRIENTE|INVERSION|TARJETA_CREDITO,2026-03-16T02:00:42Z
C000647,Gabriela Daniela Lopez Martinez,DPI-9810145135597,1961-01-01,2021-07-23,PYME,11539.31,true,GT,55.72,+50275574694,gabriela.daniela.lopez.martinez.647@correo.com,TARJETA_CREDITO|CORRIENTE,2026-02-07T04:50:26Z
C000648,Ana Camila Martinez Mendez,DPI-9245150690950,1964-09-16,2026-02-12,PERSONAL,1914.24,false,GT,30.23,+50238792057,ana.camila.martinez.mendez.648@correo.com,AHORRO|SEGURO,2026-02-15T08:27:13Z
C000649,Lucia Patricia Castillo Reyes,DPI-5942732333890,1978-08-04,2021-09-06,PERSONAL,1767.61,false,GT,34.26,+50222956085,lucia.patricia.castillo.reyes.649@correo.com,TARJETA_DEBITO|PRESTAMO|AHORRO,2026-02-09T12:15:12Z
C000650,Ricardo Alberto Diaz Diaz,DPI-4100986679755,1991-07-22,2022-02-26,PERSONAL,1962.73,false,GT,25.25,+50225481131,ricardo.alberto.diaz.diaz.650@correo.com,TARJETA_CREDITO|SEGURO,2026-02-16T00:00:33Z
C000651,Ricardo Ana Mendez Gonzalez,DPI-4764693220853,1965-12-11,2025-11-06,PERSONAL,2260.37,false,GT,36.73,+50251218611|+50221928646,ricardo.ana.mendez.gonzalez.651@correo.com,AHORRO,2026-02-20T00:49:11Z
C000652,Natalia Jose Pineda Ramirez,DPI-8812233245540,1985-09-28,2020-07-21,CORPORATIVO,64728.42,false,GT,40.36,+50249000686,natalia.jose.pineda.ramirez.652@correo.com,TARJETA_DEBITO|SEGURO|INVERSION,2026-03-11T03:21:44Z
C000653,Monica Sofia Flores Mendez,DPI-7672741912974,1964-04-25,2022-06-27,PREMIUM,11661.43,false,US,48.33,+50279040752,monica.sofia.flores.mendez.653@correo.com,PRESTAMO|INVERSION,2026-04-03T19:21:06Z
C000654,Daniela Alberto Lopez Cifuentes,DPI-1671616086660,1958-11-21,2024-01-22,PYME,8319.58,false,HN,26.50,+50239892187|+50241141358,daniela.alberto.lopez.cifuentes.654@correo.com,PRESTAMO,2026-01-01T12:01:07Z
C000655,Esteban Rafael Cruz Garcia,DPI-5355173862628,1984-03-03,2018-09-07,PYME,11173.50,false,GT,34.62,+50274942263,esteban.rafael.cruz.garcia.655@correo.com,INVERSION,2026-03-20T08:35:10Z
C000656,Oscar Valeria Martinez Vasquez,DPI-8612913191080,1972-09-07,2026-03-06,PERSONAL,757.81,false,GT,22.67,+50244974464,oscar.valeria.martinez.vasquez.656@correo.com,INVERSION|TARJETA_DEBITO|TARJETA_CREDITO,2026-01-28T12:56:59Z
C000657,Carlos Miguel Santos Flores,DPI-7454100583862,1999-03-17,2020-04-10,PREMIUM,11174.76,false,SV,39.87,+50269244935,carlos.miguel.santos.flores.657@correo.com,PRESTAMO,2026-02-27T20:04:06Z
C000658,Rafael Maria Castillo Rojas,DPI-8418968881405,1982-11-22,2023-10-03,PERSONAL,1496.53,false,SV,43.13,+50258992137,rafael.maria.castillo.rojas.658@correo.com,TARJETA_DEBITO|TARJETA_CREDITO|AHORRO|CORRIENTE,2026-02-20T13:53:50Z
C000659,Ricardo Mario Martinez Gonzalez,DPI-5369197263429,1991-09-23,2023-10-04,PERSONAL,3353.52,false,SV,32.08,+50233885195,ricardo.mario.martinez.gonzalez.659@correo.com,AHORRO|TARJETA_DEBITO|INVERSION|CORRIENTE,2026-03-01T02:34:04Z
C000660,Rafael Gabriela Lopez Flores,DPI-2546376040432,1975-10-16,2018-10-15,PERSONAL,1584.86,false,GT,37.25,+50238983579,rafael.gabriela.lopez.flores.660@correo.com,SEGURO|CORRIENTE|TARJETA_DEBITO|AHORRO,2026-01-03T08:40:20Z
C000661,Gabriela Sofia Flores Cifuentes,DPI-6562495718348,1983-02-01,2024-07-23,PERSONAL,1057.02,false,MX,47.15,+50267497680|+50258176836,gabriela.sofia.flores.cifuentes.661@correo.com,SEGURO|PRESTAMO,2026-01-09T19:31:47Z
C000662,Rafael Mario Santos Cifuentes,DPI-5023333839228,1996-08-03,2023-04-21,PERSONAL,2411.12,false,US,36.08,+50267221556,rafael.mario.santos.cifuentes.662@correo.com,AHORRO,2026-01-20T22:36:39Z
C000663,Monica Natalia Santos Mendez,DPI-8840372143882,1962-01-17,2018-05-23,PREMIUM,6471.99,false,US,59.20,+50246024154,monica.natalia.santos.mendez.663@correo.com,TARJETA_CREDITO|CORRIENTE|AHORRO|PRESTAMO,2026-01-23T08:56:14Z
C000664,Ricardo Rafael Hernandez Cruz,DPI-8736304728506,1975-01-13,2023-02-23,PYME,12792.69,false,GT,35.00,+50227008106|+50238142255,ricardo.rafael.hernandez.cruz.664@correo.com,AHORRO|PRESTAMO|TARJETA_CREDITO|INVERSION,2026-01-26T00:12:40Z
C000665,Paola Natalia Hernandez Rojas,DPI-7925701733921,1998-03-26,2022-06-04,PERSONAL,2527.90,false,GT,31.02,+50231174931,paola.natalia.hernandez.rojas.665@correo.com,INVERSION,2026-01-10T09:24:26Z
C000666,Sofia Paola Garcia Flores,DPI-9599349408994,2005-08-10,2022-11-08,PERSONAL,733.47,false,PA,29.84,+50263823345,sofia.paola.garcia.flores.666@correo.com,SEGURO|CORRIENTE,2026-04-07T02:40:20Z
C000667,Gabriela Oscar Ramirez Cifuentes,DPI-7901278676792,1978-01-30,2019-09-30,PERSONAL,2377.57,false,PA,28.08,+50272760725,gabriela.oscar.ramirez.cifuentes.667@correo.com,TARJETA_DEBITO|CORRIENTE|AHORRO,2026-04-18T00:59:56Z
C000668,Natalia Maria Ramirez Reyes,DPI-7377230805706,1989-11-28,2021-06-01,PREMIUM,11203.11,false,PA,34.95,+50268559262,natalia.maria.ramirez.reyes.668@correo.com,PRESTAMO,2026-02-12T20:38:45Z
C000669,Lucia Miguel Rojas Flores,DPI-4229571183684,1966-11-10,2025-11-04,PYME,14251.05,false,GT,22.97,+50222063436,lucia.miguel.rojas.flores.669@correo.com,TARJETA_DEBITO|PRESTAMO,2026-02-02T04:36:42Z
C000670,Carlos Oscar Garcia Perez,DPI-6476529780480,1998-04-23,2019-12-11,PYME,9560.40,false,GT,32.69,+50244504950,carlos.oscar.garcia.perez.670@correo.com,TARJETA_DEBITO|PRESTAMO|CORRIENTE|SEGURO,2026-04-11T18:53:23Z
C000671,Alberto Oscar Rojas Rojas,DPI-6633654542223,1993-02-11,2022-11-02,PERSONAL,1000.05,false,GT,18.70,+50236913289,alberto.oscar.rojas.rojas.671@correo.com,TARJETA_CREDITO,2026-04-05T20:27:03Z
C000672,Esteban Jose Castillo Martinez,DPI-1279752955226,1990-08-30,2022-07-20,PYME,7966.89,false,GT,19.17,+50273111965|+50275155926,esteban.jose.castillo.martinez.672@correo.com,INVERSION|TARJETA_DEBITO|PRESTAMO,2026-01-18T02:57:51Z
C000673,Sofia Gabriela Ruiz Ruiz,DPI-5564143926024,1989-12-30,2025-12-07,PREMIUM,3330.36,false,SV,34.55,+50223019830|+50227613264,sofia.gabriela.ruiz.ruiz.673@correo.com,TARJETA_DEBITO,2026-04-18T11:50:04Z
C000674,Carlos Sofia Reyes Martinez,DPI-9400945173824,1979-09-28,2026-03-06,PERSONAL,2713.37,false,GT,43.69,+50240532886,carlos.sofia.reyes.martinez.674@correo.com,TARJETA_DEBITO|SEGURO|PRESTAMO|AHORRO,2026-01-23T09:54:45Z
C000675,Ricardo Ricardo Ramirez Flores,DPI-4321124828565,1972-05-06,2020-01-16,PERSONAL,610.78,false,SV,45.60,+50249905832,ricardo.ricardo.ramirez.flores.675@correo.com,PRESTAMO|TARJETA_CREDITO|CORRIENTE|AHORRO,2026-01-08T05:13:01Z
C000676,Diego Silvia Garcia Martinez,DPI-8395532457205,2001-08-26,2018-09-01,PREMIUM,10880.39,false,US,61.70,+50254729806|+50231360495,diego.silvia.garcia.martinez.676@correo.com,CORRIENTE,2026-01-04T07:29:42Z
C000677,Fernanda Ricardo Hernandez Ruiz,DPI-5160676360306,1998-12-04,2021-01-15,PERSONAL,1972.46,false,GT,36.90,+50271477445,fernanda.ricardo.hernandez.ruiz.677@correo.com,TARJETA_DEBITO|PRESTAMO|AHORRO,2026-04-09T23:20:50Z
C000678,Sofia Monica Pineda Mendez,DPI-2280112866959,1982-05-23,2018-10-12,PERSONAL,1257.38,false,GT,34.98,+50240199532,sofia.monica.pineda.mendez.678@correo.com,PRESTAMO|TARJETA_CREDITO|SEGURO|AHORRO,2026-01-14T13:07:07Z
C000679,Juan Monica Garcia Mendez,DPI-2445456405792,1970-07-30,2018-08-24,PYME,3486.92,false,GT,39.16,+50234341645,juan.monica.garcia.mendez.679@correo.com,TARJETA_CREDITO|TARJETA_DEBITO|PRESTAMO,2026-04-14T07:27:42Z
C000680,Diego Jorge Cruz Castillo,DPI-6432486581473,1962-10-01,2018-05-19,PERSONAL,806.78,false,GT,39.24,+50268143843|+50221633499,diego.jorge.cruz.castillo.680@correo.com,CORRIENTE,2026-03-12T02:35:57Z
C000681,Ana Karla Vasquez Hernandez,DPI-8436542809526,1963-10-16,2022-07-08,PREMIUM,11870.89,false,GT,27.52,+50248047973|+50224770669,ana.karla.vasquez.hernandez.681@correo.com,TARJETA_CREDITO|INVERSION,2026-01-27T08:19:04Z
C000682,Jose Patricia Castillo Reyes,DPI-2015636870819,1986-05-03,2022-03-15,PREMIUM,9473.23,false,MX,56.00,+50253954030,jose.patricia.castillo.reyes.682@correo.com,AHORRO|PRESTAMO,2026-02-17T10:21:05Z
C000683,Silvia Lucia Lopez Morales,DPI-8445225449990,1974-02-05,2023-06-14,PERSONAL,1529.31,true,GT,46.62,+50271418913,silvia.lucia.lopez.morales.683@correo.com,INVERSION|CORRIENTE|TARJETA_DEBITO|AHORRO,2026-01-24T22:44:56Z
C000684,Pablo Alberto Ramirez Cifuentes,DPI-9854298116040,1984-03-23,2024-05-22,PERSONAL,872.21,false,GT,35.12,+50232239542|+50236259604,pablo.alberto.ramirez.cifuentes.684@correo.com,SEGURO|CORRIENTE,2026-01-28T23:01:24Z
C000685,Fernanda Lucia Cifuentes Martinez,DPI-3512247283560,2005-07-07,2023-12-26,PERSONAL,1729.59,false,GT,20.73,+50256671784,fernanda.lucia.cifuentes.martinez.685@correo.com,SEGURO|TARJETA_CREDITO|INVERSION,2026-02-17T20:27:05Z
C000686,Jorge Silvia Mendez Reyes,DPI-9942907913953,1967-10-05,2022-11-05,PERSONAL,1402.17,false,GT,30.22,+50264415920,jorge.silvia.mendez.reyes.686@correo.com,TARJETA_DEBITO|INVERSION,2026-04-06T09:31:10Z
C000687,Fernanda Miguel Mendez Rojas,DPI-8678021533940,1992-08-12,2023-08-01,PERSONAL,2289.40,false,GT,33.22,+50222345955,fernanda.miguel.mendez.rojas.687@correo.com,TARJETA_DEBITO|PRESTAMO|TARJETA_CREDITO,2026-02-19T11:31:37Z
C000688,Camila Pablo Lopez Gonzalez,DPI-2361076915519,1998-07-28,2021-03-10,PERSONAL,1332.72,false,GT,43.43,+50233118563|+50236703660,camila.pablo.lopez.gonzalez.688@correo.com,CORRIENTE|SEGURO|AHORRO,2026-02-16T08:57:32Z
C000689,Lucia Valeria Hernandez Diaz,DPI-1990724167310,1977-02-03,2019-09-14,PERSONAL,1824.21,false,GT,26.07,+50257403573,lucia.valeria.hernandez.diaz.689@correo.com,CORRIENTE|PRESTAMO|AHORRO|TARJETA_CREDITO,2026-03-06T14:42:26Z
C000690,Paola Andres Rojas Reyes,DPI-8748077785701,1965-05-09,2021-11-15,PERSONAL,883.79,false,GT,44.82,+50271628839,paola.andres.rojas.reyes.690@correo.com,TARJETA_CREDITO,2026-01-05T14:33:38Z
C000691,Alberto Monica Gonzalez Mendez,DPI-3554687281251,1960-11-24,2025-01-03,PERSONAL,3309.86,false,GT,32.14,+50251012306,alberto.monica.gonzalez.mendez.691@correo.com,PRESTAMO|INVERSION|AHORRO|TARJETA_CREDITO,2026-04-10T02:09:50Z
C000692,Sofia Paola Martinez Martinez,DPI-2902906699568,1990-02-21,2023-09-03,PREMIUM,5652.18,false,GT,44.56,+50224912417|+50235658938,sofia.paola.martinez.martinez.692@correo.com,TARJETA_CREDITO|CORRIENTE|PRESTAMO|TARJETA_DEBITO,2026-04-18T05:33:30Z
C000693,Carlos Rafael Cruz Castillo,DPI-9540133334535,1988-10-16,2024-04-20,PERSONAL,1481.35,false,GT,18.10,+50228270519,carlos.rafael.cruz.castillo.693@correo.com,TARJETA_DEBITO|SEGURO|AHORRO|CORRIENTE,2026-02-25T03:36:17Z
C000694,Lucia Ana Hernandez Cruz,DPI-9556226102738,1983-04-29,2018-04-09,PREMIUM,11348.67,false,GT,53.33,+50264394913,lucia.ana.hernandez.cruz.694@correo.com,SEGURO|AHORRO|PRESTAMO,2026-03-13T23:21:34Z
C000695,Valeria Monica Hernandez Cruz,DPI-2493726765804,1976-09-08,2024-12-18,PREMIUM,3307.18,false,GT,39.41,+50261586375,valeria.monica.hernandez.cruz.695@correo.com,INVERSION|CORRIENTE,2026-04-07T21:52:51Z
C000696,Paola Ana Perez Martinez,DPI-3468016284389,1976-09-02,2021-09-06,PERSONAL,2175.44,false,GT,33.93,+50229285784|+50236296676,paola.ana.perez.martinez.696@correo.com,PRESTAMO|INVERSION|SEGURO,2026-03-03T07:24:16Z
C000697,Natalia Lucia Castillo Gonzalez,DPI-3945205577550,1986-09-09,2019-11-11,PERSONAL,1175.81,false,GT,38.72,+50220955448,natalia.lucia.castillo.gonzalez.697@correo.com,PRESTAMO,2026-03-04T15:51:55Z
C000698,Pablo Rafael Hernandez Lopez,DPI-8441643929497,1973-08-16,2023-08-20,PERSONAL,516.61,false,GT,31.31,+50260471800,pablo.rafael.hernandez.lopez.698@correo.com,SEGURO,2026-02-15T11:36:24Z
C000699,Camila Alberto Ruiz Garcia,DPI-5420368011198,2002-10-01,2025-03-01,PYME,14451.32,false,GT,33.74,+50233990774,camila.alberto.ruiz.garcia.699@correo.com,SEGURO|INVERSION|CORRIENTE,2026-04-08T23:12:43Z
C000700,Luis Ricardo Cifuentes Lopez,DPI-9390690320426,1998-01-13,2023-05-05,PERSONAL,2968.59,false,GT,37.22,+50253614671,luis.ricardo.cifuentes.lopez.700@correo.com,PRESTAMO|TARJETA_CREDITO|CORRIENTE,2026-01-11T22:03:19Z
C000701,Jose Luis Vasquez Hernandez,DPI-2915628351476,1971-03-04,2020-10-01,PYME,7295.42,false,SV,37.21,+50240726825,jose.luis.vasquez.hernandez.701@correo.com,CORRIENTE|PRESTAMO,2026-03-19T09:35:26Z
C000702,Pablo Esteban Vasquez Cifuentes,DPI-3812324564867,1974-04-03,2019-01-05,PERSONAL,1347.85,false,GT,39.56,+50264439562|+50257585698,pablo.esteban.vasquez.cifuentes.702@correo.com,INVERSION|TARJETA_CREDITO,2026-02-24T15:58:55Z
C000703,Lucia Daniela Cruz Cifuentes,DPI-7285908897717,1983-02-02,2020-10-31,PERSONAL,3033.56,false,GT,18.21,+50246959313|+50236239085,lucia.daniela.cruz.cifuentes.703@correo.com,SEGURO,2026-04-05T08:04:03Z
C000704,Camila Alberto Reyes Reyes,DPI-9904834512850,1995-03-17,2020-11-20,PREMIUM,7695.48,false,US,38.72,+50235570592,camila.alberto.reyes.reyes.704@correo.com,TARJETA_DEBITO|TARJETA_CREDITO,2026-02-28T11:31:15Z
C000705,Paola Patricia Ruiz Ramirez,DPI-4119105839838,1995-07-22,2024-08-17,PERSONAL,3020.32,false,GT,30.69,+50276549715|+50278355748,paola.patricia.ruiz.ramirez.705@correo.com,SEGURO,2026-01-13T11:26:35Z
C000706,Miguel Karla Vasquez Hernandez,DPI-5303577458611,2000-10-14,2022-12-15,PREMIUM,4506.51,false,US,55.54,+50221099331,miguel.karla.vasquez.hernandez.706@correo.com,INVERSION|PRESTAMO|CORRIENTE|AHORRO,2026-03-23T03:14:14Z
C000707,Rafael Jorge Diaz Cifuentes,DPI-4749155760087,2000-07-31,2018-11-20,PERSONAL,1039.96,false,GT,22.79,+50244013867|+50228034956,rafael.jorge.diaz.cifuentes.707@correo.com,SEGURO|PRESTAMO|TARJETA_DEBITO|AHORRO,2026-04-03T08:55:45Z
C000708,Fernanda Esteban Santos Martinez,DPI-5000499615233,1961-11-15,2021-06-25,PERSONAL,2124.88,false,HN,47.05,+50254849268,fernanda.esteban.santos.martinez.708@correo.com,SEGURO,2026-01-09T21:42:49Z
C000709,Sofia Pablo Perez Ruiz,DPI-9375501146641,2000-10-23,2018-11-04,PERSONAL,2228.16,false,GT,31.94,+50274120170,sofia.pablo.perez.ruiz.709@correo.com,AHORRO|CORRIENTE|TARJETA_CREDITO,2026-02-25T20:58:22Z
C000710,Monica Carlos Vasquez Martinez,DPI-9451889567832,1961-12-13,2020-03-09,PREMIUM,4296.30,false,GT,27.69,+50270598952|+50253076265,monica.carlos.vasquez.martinez.710@correo.com,AHORRO|TARJETA_DEBITO,2026-04-19T02:29:00Z
